Index,Cumulative Percentage Error
581,0.12756012358313823
582,0.12767557330723717
583,0.12842108464702026
584,0.1286565832105067
585,0.12891307061678647
586,0.12904753199849983
587,0.12907470712192737
589,0.12913406841043934
590,0.12860519077105137
591,0.1286565492450207
592,0.12880412061156454
593,0.12891693389741246
594,0.13008164291453203
595,0.13079039974626747
596,0.13079153348914224
597,0.13079265774462892
598,0.13090110685030215
599,0.13159469981787697
600,0.13271946660349576
601,0.13223618675332258
602,0.13175686821339674
603,0.13184065093676775
604,0.13192375249978616
605,0.13295381833649073
606,0.13356618102810675
607,0.13366697153185136
608,0.13376695571156602
609,0.13386614320458973
610,0.1344651655167035
611,0.13546075780385414
612,0.13496872972725993
614,0.13588562685278927
615,0.13645100950034117
616,0.13738564055293348
617,0.1383130264035677
618,0.13886248801832646
619,0.1393872201035702
620,0.14027213267625155
621,0.14024118177268133
622,0.14037363737503458
623,0.14050508952585486
624,0.1408343002930159
625,0.14093042452035734
626,0.14081009107808545
627,0.14065797304588848
628,0.1406155284929412
629,0.14051138376507552
630,0.14053379377107192
631,0.14047185031814338
632,0.14039468560071988
633,0.140048455082579
634,0.1395921937168154
635,0.1394170803390069
636,0.13902890289791983
638,0.13878569811271682
639,0.13841319333808424
640,0.13826996093719357
641,0.13798216708257038
642,0.13804273197112304
643,0.13777183327172798
644,0.13743991750682588
645,0.13702259247981685
646,0.1367162600013949
647,0.1364120622440769
648,0.1361142546023157
649,0.13573106275501917
650,0.13530358723161795
651,0.13506523656699027
652,0.13488724235581306
653,0.13464966944275697
654,0.13441469674052348
655,0.13418131707355935
656,0.13379704513168522
657,0.13351764130649907
658,0.1331681564878341
659,0.13290190976543415
660,0.13263423121634366
661,0.13221942184941285
662,0.13205033501234117
663,0.13188236426000263
664,0.13171549857840317
665,0.13152784158037178
666,0.13134837901684443
667,0.1310166957808083
668,0.13073637324171167
669,0.13044325826355438
670,0.13006773824610995
671,0.12979334127198427
672,0.13013151198007541
673,0.12977962576487057
674,0.12954305098181187
675,0.1292863820643773
676,0.12891896532606434
677,0.12873503689141075
678,0.12855226523936503
679,0.12827563044108228
680,0.12810957907339016
681,0.12788933825725027
682,0.1276704653964901
683,0.12750782987755238
684,0.12729262263493887
685,0.1269260596350889
686,0.12656174548799873
687,0.12633275568390906
688,0.1261898491755772
689,0.1260478113998188
690,0.12581380500246242
691,0.12560826687034252
692,0.1254161554475735
693,0.12529366591515695
695,0.12492643348353653
696,0.1249628736230086
697,0.124654637979684
698,0.12445681791043302
699,0.12443564063410907
700,0.124295993239203
701,0.12443665752705597
702,0.1244076276578907
703,0.12436441124788579
704,0.12424550791580832
705,0.12412729588217315
706,0.12406300455002377
707,0.12381637030541605
708,0.12375995255769685
709,0.12348310521838565
710,0.12320784439677825
711,0.12293415649415144
712,0.12266202806675329
713,0.12253753864864997
714,0.12241375455302882
715,0.12214232723148334
716,0.12186898251319712
717,0.1216489085493531
718,0.12147374799598666
719,0.12145094553914484
720,0.12139946747950509
721,0.12134271119787439
722,0.12114273988823036
723,0.12106200469471211
724,0.12101693731291846
725,0.12095054204188614
726,0.12087099699474296
727,0.1206880151595607
728,0.12050603050059196
729,0.1204221213628324
730,0.12050670828047447
731,0.1204947501124428
732,0.12034862169104518
733,0.12028139365091345
734,0.12014993326814893
735,0.12005531100041131
736,0.11989444691149356
737,0.11971421622169424
738,0.11954173080358171
739,0.11928896507129678
740,0.1190375331951189
741,0.11878742464460511
742,0.11853862899986829
743,0.11829113595013009
744,0.11799066853090492
745,0.11798701864751893
746,0.11776720939772325
747,0.11752493078675054
748,0.11732792510620316
749,0.11703179828311243
750,0.11687766574812014
751,0.11659761950615853
752,0.11650187632663822
753,0.11629612968022787
754,0.11614262922603732
755,0.11593922868626322
756,0.11569028708770869
757,0.1154449436018829
758,0.11526515002094621
759,0.11508625992534087
760,0.11490268197844553
761,0.11472559250342446
762,0.11454576807227586
763,0.11433705876809575
764,0.11412938524210016
765,0.1138711603521952
766,0.11360703373707741
767,0.11337900503888557
768,0.11310432048333323
769,0.11296787351771533
770,0.11272008169282048
771,0.11251287563784663
772,0.11264094062009297
773,0.11238504046589866
774,0.1121407984511988
775,0.11189773634961343
776,0.11164547692971565
777,0.11138744264544814
778,0.11112437558071775
779,0.11086429950327238
780,0.11061112858897952
781,0.110359163250469
782,0.11013744385713502
783,0.10988870791417975
784,0.10964114802769236
785,0.1096614127410348
786,0.10968158209102034
787,0.10943620300916804
788,0.10919197324385838
789,0.10902565953446436
790,0.10878352534725569
791,0.10859485393500563
792,0.1086598922395188
793,0.10841842255035407
794,0.10848989683530057
795,0.10856104174566207
796,0.10863185955298742
797,0.10840401056636348
798,0.10840111133942579
799,0.10820948611248576
800,0.10804548722033282
801,0.10783467833624565
802,0.10766403507966944
803,0.10744289068818172
804,0.10721785025337931
805,0.10712328884928402
806,0.10693553010708363
807,0.10677892281916346
808,0.10656277786071056
809,0.10635832794260298
810,0.10612440516563622
811,0.1059431709920887
812,0.10578729432194288
813,0.10560363642797044
814,0.10542078938562702
815,0.1052387478368622
816,0.10505750647072933
817,0.10483076375327889
818,0.10462069768752617
819,0.10444049780845316
820,0.10424957718415716
821,0.10402723770509215
822,0.10381601168099484
823,0.10362547098943325
824,0.1034087376394339
825,0.1032097464993616
826,0.10301161123516059
827,0.10280989248781346
828,0.1026090376323179
829,0.10240904113090567
830,0.10220989749303891
831,0.10210051979612125
832,0.10199160654802279
833,0.10179934305699752
834,0.10159466612902691
835,0.10141401966559442
836,0.10121374641565856
837,0.10101011514603073
838,0.1008042189622566
839,0.10060410157259135
840,0.10044576261568158
841,0.10028903498169556
842,0.10011226360405788
843,0.09996669698813584
844,0.09977126361784684
845,0.09956790531043817
846,0.09936295395027493
847,0.09915884601134692
848,0.09896929852967634
849,0.09878052788194702
850,0.09858837863790193
851,0.09841053717557187
852,0.09824032263966169
853,0.09811499697160485
854,0.09793682059813778
855,0.09774110436985481
856,0.09754617891421137
857,0.09736710264947655
858,0.09717149133966611
861,0.09701646872817109
862,0.09685881027103208
863,0.09667003215981086
864,0.09651187606090604
865,0.09635435006598092
866,0.09619745041696007
867,0.09601552352137672
868,0.09599600450139595
869,0.09609402591445412
870,0.09595756842320691
871,0.095825069441408
872,0.095693091084292
873,0.09558518076604892
874,0.09541656968029709
875,0.09524726025875294
876,0.09507062620255183
877,0.09488804132982988
878,0.09472032410221642
879,0.0945519820126413
880,0.09438984272831695
881,0.09422269560135656
882,0.09405619258663878
883,0.0939067544731993
884,0.09380469196023679
885,0.093643687862759
886,0.0934829062819443
887,0.0933227383712854
888,0.09321295328525513
889,0.09305222319234094
890,0.09292958319037078
891,0.09276860919660636
892,0.0926016086412165
893,0.09248051304407093
894,0.09237355457921466
895,0.09222029807998501
896,0.09211422916840041
897,0.09201896236616394
898,0.09186179666918562
899,0.09173152773210849
900,0.09158625054691502
901,0.09149205016939105
902,0.09132234912553866
903,0.09124224501826292
904,0.09110698815301772
906,0.09095529042693529
907,0.09084653980670186
908,0.09073818900492518
909,0.0906309698741385
910,0.09048352117029723
911,0.09037797495539862
912,0.09027281394566387
913,0.09023698982212536
914,0.09020129596812698
915,0.0901657316743972
916,0.09013029623680413
917,0.08999538778442377
918,0.089858338106045
919,0.09009138298365063
920,0.09006143505179466
921,0.08990784560733306
922,0.08975139944058495
924,0.089607065697635
925,0.0894940018061923
926,0.08934165232717908
927,0.08918411678049407
928,0.08916929841505569
929,0.08903275635082598
930,0.08890422449064267
931,0.08880450062349177
932,0.08870512851601335
933,0.0885736471643308
934,0.0884426279615118
935,0.08829261362598945
936,0.08817319117509805
937,0.08803782260337188
938,0.0879082074828538
939,0.08787621371003308
940,0.08773893721974273
941,0.08762983951257161
942,0.08753398681941575
943,0.08745646003187839
944,0.08731107867035534
945,0.08717992380266791
946,0.08703551885930709
947,0.0870395184137099
948,0.0870435042475144
949,0.08704747643120316
950,0.08705143503477672
951,0.08691745027757704
952,0.08678360242921439
953,0.08693349443575381
954,0.08680278504829246
955,0.08668105141185722
956,0.08653441554442814
957,0.08646023796739245
958,0.08632573918507297
959,0.08618852388611835
960,0.08604808801699759
961,0.08591179902973087
962,0.08577596662198597
963,0.0856405885032302
964,0.08550566239822652
965,0.08537118604690619
966,0.0852466461549639
967,0.08526034014912154
968,0.08520237896097253
969,0.08508955316852826
970,0.08528746897928662
971,0.08548473160255071
972,0.0853445889224493
973,0.08522178680395849
975,0.0851074448770843
976,0.08499347784177362
977,0.08488980948336716
978,0.08476453060743562
979,0.08469345861546708
980,0.08455616254928854
981,0.08441931297438211
982,0.08431894147013362
983,0.08419055795605453
984,0.0840625899226035
985,0.08403901507489313
986,0.08424503438132122
987,0.08417616976163843
988,0.08407097805195526
989,0.08396612403636419
990,0.0838616060913359
991,0.0838207570983994
992,0.0837248923132722
993,0.08362933331693329
994,0.0835410690801549
995,0.0834525455963134
996,0.08335656815140129
997,0.08333515219025996
1002,0.08329697508984392
1003,0.08325706058043418
1004,0.08317679778415343
1005,0.08347173272597758
1006,0.08336523741611591
1007,0.08335383246708655
1008,0.08327241289209714
1010,0.08317487214065501
1011,0.08308049284298523
1012,0.08311986044779834
1013,0.08304278619243785
1015,0.08300335094288183
1016,0.08301224191593577
1017,0.08292080855917727
1018,0.08284530006289584
1019,0.08311014980952518
1021,0.08303380419023018
1022,0.08295769384248924
1023,0.08289247519365679
1024,0.0828994775431601
1025,0.08281577474548657
1026,0.08306406657004063
1027,0.08307077442653951
1028,0.08300588098787516
1029,0.08292252637274125
1030,0.08316914404367967
1031,0.08307558555915966
1032,0.08298231101541209
1033,0.08287771242270812
1034,0.08281253249842144
1035,0.08269393671240406
1036,0.08260417769183001
1037,0.08253848374293027
1038,0.08243770073394295
1039,0.08234695809790048
1040,0.08224299395422249
1041,0.08217823407648024
1042,0.08206351425918838
1043,0.08199809149859903
1044,0.08197695154025843
1045,0.0819026561772533
1046,0.0818026861524124
1047,0.08178193020775311
1048,0.0817612357621891
1049,0.08166191859310204
1050,0.0815628948277641
1051,0.08154261501157574
1052,0.08149216458035571
1053,0.08140554867837452
1054,0.08133707235240283
1055,0.08129980624340313
1056,0.08121385242933248
1057,0.08116098062314375
1058,0.08111152922400511
1059,0.08104398059640693
1060,0.0810229548384426
1061,0.08095573131497343
1062,0.08106960894878272
1063,0.08105273331083017
1064,0.0810622897261459
1065,0.08117551968464796
1066,0.08128842286116301
1067,0.08126558859363477
1068,0.0812103105612301
1069,0.08115519137374615
1070,0.08108814187266154
1071,0.08106214105517094
1072,0.08103621463200793
1073,0.08097110287169917
1074,0.08094512179249266
1077,0.08096662061670343
1078,0.08098805827782966
1079,0.08100943503650954
1081,0.08104263266099476
1082,0.08114091646786452
1083,0.08117489216472923
1084,0.08108831389869907
1085,0.08106026918375601
1086,0.08102693523947725
1087,0.08099369506156778
1088,0.08096054825494457
1089,0.08092749442674105
1090,0.08090467325807628
1091,0.08087747868759089
1092,0.08080143660591844
1093,0.08073867187261653
1094,0.08070813328303436
1095,0.0806776796408502
1096,0.08065262014342757
1097,0.08062763015917393
1098,0.0806009137881289
1099,0.08062874753728481
1100,0.0806565043976309
1101,0.08055758477658923
1102,0.08053709022363062
1103,0.0804777794409781
1104,0.08052333237295071
1105,0.0804972270453601
1106,0.08042291445589052
1107,0.08037064839201383
1108,0.08036552578101717
1109,0.08033750052653457
1110,0.0803161312168418
1111,0.08028288705753253
1113,0.08025127771345303
1114,0.08019844161808201
1115,0.08017903890796653
1116,0.08013064956420594
1117,0.08003615256328331
1118,0.0799671917708073
1119,0.07991552566775029
1120,0.07984199358199437
1121,0.079786779262619
1122,0.07971415334435908
1123,0.07968788840309281
1124,0.079634460106625
1125,0.07968203473157118
1126,0.07978727100138079
1127,0.07972411326610278
1128,0.07969995075825363
1129,0.07975902708158006
1130,0.07969615847927101
1131,0.0796334566371803
1132,0.07960954221762297
1133,0.07954352770107505
1134,0.07949245274444218
1135,0.07946836597074956
1136,0.07945845116441495
1137,0.07960706305692523
1138,0.0796007211606907
1139,0.0795943959098531
1140,0.07958808723896527
1141,0.07973575137801403
1142,0.07972503687571716
1143,0.07969997573665039
1144,0.07967497994605575
1145,0.0796500492486658
1146,0.07962518339054084
1147,0.07958001133946703
1148,0.07954081390028458
1149,0.07949536810163366
1150,0.0794596304362795
1151,0.07942398511631388
1152,0.07938843178427074
1153,0.07935578383442944
1154,0.07931722282854875
1155,0.07926078161719637
1156,0.07922181429870105
1157,0.07918986362363088
1158,0.07916812691835033
1159,0.07913647816585888
1160,0.07909389250286437
1161,0.07902824996712438
1162,0.0789343713979362
1163,0.0789008923113393
1164,0.07886749830501331
1165,0.07881843347748416
1166,0.07876397667757293
1167,0.07869744711625948
1168,0.0786310857712831
1169,0.0785648920054607
1170,0.07851366021934825
1171,0.078468474504743
1172,0.07842340246489145
1173,0.0783784436713712
1174,0.0783604394116968
1175,0.07867253414772056
1176,0.07898384767038756
1177,0.07895243151259047
1178,0.0789582283190808
1179,0.07892254257036503
1180,0.07892032043511044
1181,0.07896652958869257
1182,0.07901262393692421
1183,0.07896209244188578
1184,0.07892331848964691
1185,0.07888464051253735
1186,0.07884605815465426
1187,0.07880757106185236
1188,0.0787587871607395
1189,0.07871012341701855
1190,0.0786719455444086
1191,0.07863281060173838
1192,0.07858342168870337
1193,0.0785341538269258
1194,0.07888964759732402
1195,0.07883972666040395
1196,0.07879185143192244
1197,0.0787919943066002
1198,0.07871665195538523
1199,0.07872166650282016
1200,0.07870863894499318
1201,0.07869564300745217
1202,0.07863578004429136
1203,0.07859728490190734
1204,0.07857994389685992
1205,0.07852522055139592
1206,0.07844480737611309
1207,0.07836458796751769
1208,0.07831797767974184
1209,0.07823245203286301
1210,0.07814713172967416
1211,0.07806201603152893
1212,0.07797710420331938
1213,0.07797534015704188
1214,0.07792584959645303
1215,0.07783507092853689
1216,0.07810936267209939
1217,0.07838300134008197
1218,0.07829919598731762
1219,0.07846237345401652
1220,0.07838576232231108
1221,0.07832676993923181
1222,0.07854671693035735
1223,0.07850026541253734
1224,0.07845053820384416
1225,0.07839456307519672
1226,0.07836246236157382
1227,0.07831010392330354
1228,0.07825659100695205
1229,0.07822094991378681
1230,0.07816875021259788
1231,0.07811532389309138
1232,0.07806202254743168
1233,0.07800884573762631
1234,0.07795579302772715
1235,0.07789920216780684
1236,0.07786222440460151
1237,0.0778721496206578
1238,0.07783013464270437
1239,0.07786337193552513
1240,0.07778490182056257
1241,0.07775166884291292
1242,0.07767862041151076
1243,0.07761391233871547
1244,0.07754935353483089
1245,0.07749773370726672
1246,0.0774321807774728
1247,0.07736507616965309
1248,0.07736837583549416
1249,0.07737166793329432
1250,0.07737495248906057
1251,0.07737599037385491
1252,0.07737926248213306
1253,0.07738252711984435
1254,0.07738355281731239
1255,0.07738457617833974
1256,0.07738559721090059
1257,0.07738661592293287
1258,0.07731471956211164
1259,0.07723892223020626
1260,0.07717205169830926
1261,0.07711156697556928
1262,0.07705133593676051
1263,0.0769939300821639
1264,0.07691678504707375
1265,0.07689597778272807
1266,0.0768556086654892
1267,0.07680694603413102
1268,0.0767520233989056
1269,0.07668233714220893
1270,0.07663403202419605
1271,0.07657507600898283
1272,0.07649898248765868
1273,0.0764398577147734
1274,0.07635961534118546
1275,0.07635181859388758
1276,0.07627811799276536
1277,0.0762387215024434
1278,0.0762173366954067
1279,0.07614675897044776
1280,0.07613855864073663
1281,0.07612886848489438
1282,0.07608875857588704
1283,0.07604493662639915
1284,0.0760054356560833
1285,0.07595984259626073
1286,0.07589881144730704
1287,0.07584513454527539
1288,0.0757746757665514
1289,0.07595171166012842
1290,0.07590050463041222
1291,0.07585718982240076
1292,0.07581396969156529
1293,0.07578865288110666
1294,0.07570719356363657
1295,0.0756612955867099
1296,0.07563736304845745
1297,0.07565822849857903
1298,0.07565156107486103
1299,0.07562771696624698
1300,0.07560392452417379
1301,0.07554882676650193
1302,0.07549384813911691
1303,0.07541336888467964
1304,0.07533751298040203
1305,0.07529285015912639
1306,0.0753132255192926
1307,0.07528532466847031
1308,0.07538238844488535
1309,0.07532589337042774
1310,0.07526726419441786
1311,0.0752215329088418
1312,0.075186693353599
1313,0.07513580638687821
1314,0.07510306615466311
1315,0.0750444332715011
1316,0.07547618140377689
1317,0.07541989791318307
1318,0.07535071524437173
1319,0.07531301414784944
1320,0.0752566575226809
1321,0.07517811980144279
1322,0.0751708356951147
1325,0.07512570280512819
1326,0.07508066523275517
1327,0.07503572267635761
1328,0.07496937135717537
1329,0.07490081039370351
1330,0.07499724432202699
1331,0.07494993444510431
1332,0.0749308994667677
1333,0.0750026034180334
1334,0.07513199706670104
1335,0.07506180191888796
1336,0.0749917534693984
1337,0.07492627234547207
1338,0.07486092778280523
1339,0.0749819736902722
1340,0.07490490939503358
1341,0.07484342291976387
1342,0.07477338670843107
1343,0.07470403485683401
1344,0.07465284313139711
1345,0.07461719085315027
1346,0.07455418519028204
1347,0.07447933689181255
1348,0.0744046430789952
1349,0.07434252745238983
1350,0.07428921746779026
1351,0.07426122364210791
1352,0.07418509922438739
1353,0.07412010487748057
1354,0.07405307018706658
1355,0.07399047398330352
1356,0.07392800591915923
1357,0.07429093979707879
1358,0.07465313223704552
1359,0.07458874959918833
1360,0.07456574474069277
1361,0.07454278673526948
1362,0.07451987543992845
1363,0.07449701071226088
1364,0.07442779056128833
1365,0.07437481630569193
1366,0.07430586022230652
1367,0.07423704372613445
1368,0.07416836639375644
1369,0.07409982780346407
1370,0.07403142753525098
1371,0.07396316517080447
1372,0.0738950402934968
1373,0.07382705248837688
1374,0.07376914668363052
1375,0.07371135715560052
1376,0.07365368355440709
1377,0.07359460685018636
1378,0.07355373580765641
1379,0.07351026302521073
1380,0.07344211381717862
1381,0.07337410063550985
1382,0.0733062230733459
1383,0.07362370806233885
1384,0.07355571721430176
1385,0.07348786153693672
1386,0.0734348875751991
1387,0.07336840500908379
1388,0.0732982234583039
1389,0.07323124161487883
1390,0.07317742817833735
1391,0.07312372109246099
1392,0.07307012004229217
1393,0.0730166247141158
1394,0.07294543209177141
1395,0.07288932595539306
1396,0.07287176971427466
1397,0.07280651138257392
1398,0.07275353723722444
1399,0.0727006669627482
1400,0.07293081871012831
1401,0.07316052006269946
1402,0.07338977234126755
1403,0.07361857686147905
1404,0.07384693493384624
1405,0.07407484786377216
1406,0.07430231695157555
1407,0.0745293434925155
1408,0.07447264660738068
1409,0.07441605981328496
1410,0.07435958278988584
1411,0.07430321521808246
1412,0.07424695678000957
1413,0.0741888459494754
1414,0.07413252692521399
1415,0.0741047031991486
1416,0.07404030598836263
1417,0.07397603285698089
1418,0.0739118834467375
1419,0.0738478574007446
1420,0.07378395436348559
1421,0.07372017398080864
1422,0.07365651589992014
1423,0.07359297976937818
1424,0.07352956523908606
1425,0.07346627196028589
1426,0.07339694326853287
1427,0.07333389732611453
1428,0.07327452441233753
1429,0.0732202480674526
1430,0.073160352282625
1431,0.0730911963526823
1432,0.07302179777844699
1433,0.07297148836738872
1434,0.07292127432962156
1435,0.07287115539419865
1436,0.0728211312911985
1437,0.07275871653198669
1438,0.07269194307882641
1439,0.0726381993382074
1440,0.07258455690529923
1441,0.07264440394840456
1442,0.0726862486925936
1443,0.07262848012554209
1444,0.07257453061355994
1445,0.07252224288339083
1446,0.0724556743377622
1447,0.07245383267334633
1448,0.0723969496531244
1449,0.07251790576918263
1450,0.07247675027846927
1451,0.07243559129397727
1452,0.07239450902707052
1453,0.0723588994058384
1454,0.07229196514193861
1455,0.07222601080926544
1456,0.07216491383853195
1457,0.07212812862255004
1458,0.07206187606780416
1459,0.07201819012888619
1460,0.0719745850150171
1461,0.07193106050209787
1462,0.07188761636685714
1463,0.0718300565820771
1464,0.07177260289828283
1465,0.07170911949060992
1466,0.07165106518620548
1467,0.0716782904186827
1468,0.0717032009989901
1469,0.07165022858367115
1470,0.07177649186577113
1471,0.07171848554663819
1472,0.07165767599540551
1473,0.07159701254138359
1474,0.07156692560813631
1475,0.07151294328188687
1476,0.07145905937373451
1477,0.07140527361477732
1478,0.07135158573709212
1479,0.07129799547372999
1480,0.07124450255871183
1481,0.07119110672702401
1482,0.07113780771461398
1483,0.07108354140990913
1484,0.07102027277802184
1485,0.07095711855595713
1486,0.07091726914753436
1487,0.07087749166945172
1488,0.07084532936112221
1489,0.07078185583206963
1490,0.07081169939179917
1491,0.07084148927606157
1492,0.07080883498551493
1493,0.07074763134307169
1494,0.07070774532659244
1495,0.07064494894183473
1496,0.07078871587736721
1497,0.07072794655288554
1498,0.07066756677888499
1499,0.0706535313591542
1500,0.070606066969124
1501,0.0705612068861499
1502,0.07052264315522346
1503,0.07046233725658357
1504,0.07040213856843015
1505,0.07034204680512249
1506,0.07029780985293164
1507,0.07024791422592119
1508,0.07027703909353832
1509,0.07024133104358439
1510,0.07019173450924596
1511,0.07014222560129327
1512,0.0700909846485195
1513,0.07005401487513759
1514,0.07001491758202569
1515,0.06997547672577727
1516,0.06996296486911971
1517,0.06995047500166543
1518,0.06990557299024366
1519,0.06987686448249956
1520,0.06982355911520322
1521,0.06977808677692475
1522,0.06973269400529243
1523,0.06972582761829463
1524,0.06971897322498591
1525,0.06967767044361832
1526,0.06961791605623689
1527,0.06958615961932292
1528,0.06952959710744089
1529,0.06947313296514473
1530,0.06942082595762948
1532,0.06941746536562751
1533,0.06936885509277531
1534,0.06931619143849836
1535,0.06928158539924208
1536,0.06929969235963221
1537,0.06928517982612666
1538,0.06926446268555515
1540,0.06921545161528837
1541,0.06916652504686689
1542,0.0691134682617695
1543,0.06908583248564175
1544,0.06905824423449444
1545,0.06903070338584051
1546,0.06900320981761346
1547,0.06897576340816552
1548,0.06895286403319328
1549,0.06893081930617989
1550,0.06888539171463412
1551,0.06885904222644729
1552,0.06883273774165616
1553,0.06878188274214711
1554,0.0687661905079724
1555,0.06874699167550054
1556,0.06871666280538567
1557,0.06868382233491035
1558,0.06870140488111724
1559,0.06865202847194178
1560,0.06862980179475693
1561,0.0685773787669445
1562,0.06859353404831227
1563,0.06857208774552276
1564,0.06858908913944042
1565,0.06853142715077773
1566,0.06848175498897996
1567,0.06842687636049022
1568,0.06840375119553696
1569,0.06838348420400256
1570,0.06836238827994892
1571,0.06833948900329259
1572,0.06831662818050134
1573,0.06826670584348013
1574,0.06821215552258549
1575,0.0681756012902992
1576,0.06813838831500277
1577,0.0681136921825478
1578,0.06809408751625971
1579,0.06808300290176224
1580,0.06805628887899741
1581,0.0680153868837861
1582,0.06797455300180578
1583,0.06794335173329469
1584,0.06789284450139192
1585,0.06783698949393778
1586,0.06778122719189021
1587,0.06774584112820962
1588,0.06769775351962683
1589,0.06764189441691
1590,0.06759085458033255
1591,0.06755648983582199
1592,0.06752218184563762
1593,0.06747453057880856
1594,0.06742048976870996
1595,0.06738722875739733
1596,0.06735158821156453
1597,0.06731314063760732
1598,0.06726646928791703
1599,0.06722181737816971
