index,Percentage Error
536,0.09245585661432548
537,0.012819541698495196
538,0.2322784877419923
539,0.21617290366710545
540,0.22949830391812456
541,0.21560174859180023
542,0.13956129924978608
543,0.00926088106982383
544,0.10079642512623911
545,0.1310087678073565
546,0.1354922866268579
547,0.19131336512952513
548,0.10595145020281262
549,0.13994585746262614
550,0.10455454330190474
551,0.15905635115163214
552,0.10423687020212705
553,0.10423687020212705
554,0.03799525704705981
555,0.08541115631336078
556,0.07238828749921036
557,0.1521588772969231
558,0.2213006871171737
559,0.3666831604563257
560,0.3054690440592216
561,0.15936537468868409
562,0.09895462809662997
566,0.09895462809662997
567,0.15936537468868409
569,0.007978644224812521
570,0.16500316638984827
571,0.097416820480258
572,0.0021933104659844034
573,0.1388731226383251
574,0.08112909591678372
575,0.10318976165742141
576,0.15353631150539773
577,0.04128304787942387
578,0.10318976165742141
580,0.08284737808581029
581,0.13230217155619112
582,0.15353631150539773
583,0.2961611360982187
584,0.1818792585584352
585,0.18713571184230313
586,0.15970472702914132
587,0.13529781038683428
589,0.14278716476819925
590,0.006434456072430266
591,0.14057171520590367
592,0.16318824901627463
593,0.1553152427858292
594,0.40378826193762646
595,0.298057012035831
596,0.13106023055046276
597,0.13106023055046276
598,0.15682044310620355
599,0.298057012035831
600,0.40378826193762646
601,0.015282463011413252
602,0.015282463011413252
603,0.15228363543929527
604,0.15228363543929527
605,0.38635001416581094
606,0.2848197658572653
607,0.15866301646051853
608,0.15866301646051853
609,0.15866301646051853
610,0.2848197658572653
611,0.38635001416581094
612,0.010485626348923983
614,0.3687774967372345
615,0.28062358462608056
616,0.37665119001656916
617,0.37665119001656916
618,0.28062358462608056
619,0.27529283018170037
620,0.3703494015734054
621,0.13216299594085112
622,0.17507700519158945
623,0.17507700519158945
624,0.22774594282352892
625,0.16640334476582944
626,0.10880139543376251
627,0.10004245844929219
628,0.1292403883030765
629,0.1124964519692071
630,0.14658449539010415
631,0.12368517457450513
632,0.11940588246152785
633,0.045527523630111845
634,0.014576579497596323
635,0.09126090144166824
636,0.03189192915788926
638,0.07141797261148143
639,0.034856865990225715
640,0.09830812108870257
641,0.057399887788075594
642,0.15506146565441817
643,0.06137840004232376
644,0.04350775603953106
645,0.018502284809250532
646,0.04941150365113943
647,0.04941150365113943
648,0.05064346141684458
649,0.025371810733622848
650,0.01176316096865986
651,0.06594354382496159
652,0.08309092690324547
653,0.06527837883038055
654,0.06556769498611051
655,0.06556769498611051
656,0.02043682227881586
657,0.05081410905139103
658,0.029371165344339346
659,0.05356038649025034
660,0.05259834503829315
661,0.007776611770169484
662,0.0811551970537655
663,0.0811551970537655
664,0.0811551970537655
665,0.07448011417882719
666,0.0766122971409984
667,0.029521625553754278
668,0.04467735373904979
669,0.04016384499110627
670,0.014032052855782294
671,0.044730279293027274
672,0.23530260219641974
673,0.0199911266209613
674,0.05549514388444351
675,0.04869234198990957
676,0.013182692757489407
677,0.0706136515408718
678,0.0706136515408718
679,0.04030576458716625
680,0.0751391927796022
681,0.05741227709248159
682,0.05741227709248159
683,0.0751391927796022
684,0.057780683270777726
685,0.008159647683701123
686,0.008159647683701123
687,0.05168207955067186
688,0.07945942095106161
689,0.07945942095106161
690,0.04882570027220996
691,0.057780683270777726
692,0.061827274511030574
693,0.08462714115285855
695,0.002638033753942413
696,0.13713388020668202
697,0.021395697465942387
698,0.05798927464210138
699,0.11729889851293486
700,0.07709517376095487
701,0.1721218511092193
702,0.11453747214168938
703,0.10962761543621927
704,0.08358056834531036
705,0.08358056834531036
706,0.10194678629063418
707,0.03872755591575738
708,0.10423941184685558
709,0.027417078477395905
710,0.027417078477395905
711,0.027417078477395905
712,0.027417078477395905
713,0.0788417528943853
714,0.0788417528943853
715,0.026328482725926323
716,0.025104952239877475
717,0.043522651384725726
718,0.05911659099753663
719,0.1133104684466103
720,0.10297032212847
721,0.10096720609245535
722,0.04915306841638282
723,0.09191659983462733
724,0.1047025451036149
725,0.09684905865715539
726,0.09191659983462733
727,0.053899645318036454
728,0.053899645318036454
729,0.08962746780507432
730,0.15163469397276205
731,0.11608218610875688
732,0.06628110577392522
733,0.09533979076203998
734,0.07124667087975353
735,0.08476120513427571
736,0.0597312776562543
737,0.052127707546950716
738,0.054687213593268856
739,0.02399628399988094
740,0.02399628399988094
741,0.02399628399988094
742,0.02399628399988094
743,0.02399628399988094
744,0.003212114386890898
745,0.11658911331068246
746,0.033360457476187606
747,0.024247665562258606
748,0.04128373241490738
749,0.0024307177470065085
750,0.05707424217110984
751,0.007659631383090786
752,0.07916203631371789
753,0.03584919093377835
754,0.05597045118333981
755,0.036002816555042276
756,0.017607297257218654
757,0.018534266700700328
758,0.0440668919700156
759,0.0440668919700156
760,0.041838659114101985
761,0.0440668919700156
762,0.04261599561283196
763,0.030644627791870063
764,0.030644627791870063
765,0.009806529720500879
766,0.00689988122948913
767,0.021027382271192607
768,0.0015823909290767926
769,0.057433958511235936
770,0.011621017135722828
771,0.02776559915353817
772,0.1651475833410973
773,0.007210077092034409
774,0.011513088394858404
775,0.011513088394858404
776,0.007210077092034409
777,0.004303214674433886
778,0.0016884766528752542
779,0.002412575208551675
780,0.004785686414563272
781,0.004785686414563272
782,0.017015298656860058
783,0.00517087593001163
784,0.00517087593001163
785,0.11823338648488858
786,0.11823338648488858
787,0.0051500932219425595
788,0.0051500932219425595
789,0.0380097056232166
790,0.0051500932219425595
791,0.027654818079733644
792,0.13662636318018423
793,0.0043449865203485805
794,0.13936678793218776
795,0.13936678793218776
796,0.13936678793218776
797,0.009289701384952918
798,0.10713704839458912
799,0.024469261939698846
800,0.036213972457338484
801,0.01528957822197332
802,0.03258100218614416
803,0.009918214042095445
804,0.007749978070716299
805,0.06523258683507402
806,0.023570648570111055
807,0.03708867969468486
808,0.010162126390716538
809,0.014969214548513474
810,0.0013270010845234765
811,0.024569027069258353
812,0.035642792756321935
813,0.02277392624640301
814,0.02277392624640301
815,0.02277392624640301
816,0.02277392624640301
817,0.0016628273133313205
818,0.008830571704284173
819,0.02208915307208971
820,0.01680793125658886
821,0.0019734168142514458
822,0.006652040596232922
823,0.01578621217954317
824,0.0032779299397247353
825,0.011076848645892536
826,0.011076848645892536
827,0.009010674971389456
828,0.009010674971389456
829,0.009010674971389456
830,0.009010674971389456
831,0.05080237994173984
832,0.05080237994173984
833,0.011243238784095763
834,0.0049871561269048
835,0.015968242462020568
836,0.0062842259460579196
837,0.004285262072813086
838,0.0027976354857722763
839,0.005148106702265571
840,0.02475974121281743
841,0.02521649830238621
842,0.015262002337978196
843,0.029949154729638255
844,0.005572379138545592
845,0.001345842832049744
846,0.00016649563126520662
847,0.00016649563126520662
848,0.006849222437770159
849,0.006849222437770159
850,0.004819547543892859
851,0.011446062096172882
852,0.014835200043675193
853,0.036580093955690014
854,0.010274044852347449
855,0.0012530038263498485
856,0.0012530038263498485
857,0.008724351605744302
858,0.0001482816736908833
861,0.019970230815149353
862,0.018344898615802203
863,0.0024697546604237194
864,0.017433826608495944
865,0.017433826608495944
866,0.017433826608495944
867,0.004506295042954488
868,0.08615841843108217
869,0.14559483950883495
870,0.02691007785211573
871,0.02864808566935751
872,0.02864808566935751
873,0.040658828780332994
874,0.009424915946855988
875,0.008730145849691997
876,0.004633989427583192
877,0.0012220016234729828
878,0.008513669108897028
879,0.007855805881448658
880,0.01072597201695997
881,0.007807630962830268
882,0.007807630962830268
883,0.0163483735981085
884,0.040732185219736886
885,0.00976055307682783
886,0.009554921096669017
887,0.009554921096669017
888,0.03568556820539119
889,0.008668924412397557
890,0.028420942154067243
891,0.007935314482756318
892,0.004425315395367483
893,0.028420942154067243
894,0.03568556820539119
895,0.010841096989040436
896,0.03568556820539119
897,0.04124175677412731
898,0.007935314482756318
899,0.022037646395851304
900,0.01371767928320865
901,0.040906447439022324
902,2.3187532953272694e-05
903,0.04806613119663448
904,0.018068280920618136
906,0.008886820616333585
907,0.03190370364018743
908,0.03190370364018743
909,0.03230376272617871
910,0.010123977576808165
911,0.032749741620751456
912,0.032749741620751456
913,0.070605370123019
914,0.070605370123019
915,0.070605370123019
916,0.070605370123019
917,0.015525922070469251
918,0.01406986596258726
919,0.21919824517716482
920,0.0734403328717334
921,0.004512114486681023
922,0.002610884561890132
924,0.009068837131563388
925,0.02629128648971607
926,0.004025944079775341
927,0.0008066750902032814
928,0.0808413770386848
929,0.012159574189504752
930,0.016412255347245257
931,0.032460515683236525
932,0.032460515683236525
933,0.014023720760321576
934,0.014023720760321576
935,0.002934456713768715
936,0.020102394167004538
937,0.010742368147727926
938,0.013768358546514084
939,0.069543781883756
940,0.008942231793074771
941,0.024898657889180272
942,0.03232283556163775
943,0.04272350362282556
944,0.003280651710033803
945,0.011241255411642745
946,0.003280651710033803
947,0.08936325952173832
948,0.08936325952173832
949,0.08936325952173832
950,0.08936325952173832
951,0.008536367315762215
952,0.008348763288699013
953,0.17492010227438945
954,0.009945665221028155
955,0.01497993955150175
956,1.9253761266524282e-05
957,0.042621289939304995
958,0.00670246005193453
959,0.004819851606029632
960,0.0026291817592688843
961,0.004819851606029632
962,0.004819851606029632
963,0.004819851606029632
964,0.004819851606029632
965,0.004819851606029632
966,0.010522710989592926
967,0.09349043063786064
968,0.050309743695275966
969,0.01705560032462351
970,0.20482861867733207
971,0.20482861867733207
972,0.00041812478099095926
973,0.010680900880039155
975,0.015587553337573286
976,0.015587553337573286
977,0.02165211085543063
978,0.008219137413264216
979,0.04119739953071328
980,0.00039367398183917754
981,0.00039367398183917754
982,0.022590466357317315
983,0.005106313283324226
984,0.005106313283324226
985,0.06946975918988377
986,0.21177098506031178
987,0.04148010555830187
988,0.018746926338711285
989,0.018746926338711285
990,0.018746926338711285
991,0.05833098550601866
992,0.023809401608771815
993,0.023809401608771815
994,0.028199392620116618
995,0.027859797743849703
996,0.022986755301673347
997,0.06984309667122998
1002,0.05920722472732029
1003,0.058031090633474426
1004,0.032370447738434414
1005,0.270460485842489
1006,0.015740715653956756
1007,0.07610028488441259
1008,0.03140814362384011
1010,0.02094387272057604
1011,0.022772121631996062
1012,0.10831512752818476
1013,0.033638188506364484
1015,0.05768592072791219
1016,0.08872913758962474
1017,0.024037726806701663
1018,0.03414231996136891
1019,0.25420308613207776
1021,0.033638188506364484
1022,0.033638188506364484
1023,0.04056557210139409
1024,0.0874510047203066
1025,0.028325253460026994
1026,0.24495033617928585
1027,0.0874510047203066
1028,0.04056557210139409
1029,0.028325253460026994
1030,0.24495033617928585
1031,0.021607661229507892
1032,0.021607661229507892
1033,0.013947239830797336
1034,0.03979378246921326
1035,0.004302122154911884
1036,0.02318370607180893
1037,0.03898339562239883
1038,0.015517782766356684
1039,0.022003105129664306
1040,0.013002874264678409
1041,0.03898339562239883
1042,0.005430676308228901
1043,0.038230264664323214
1044,0.06781317945205297
1045,0.032050467600810074
1046,0.014622829459329391
1047,0.06781317945205297
1048,0.06781317945205297
1049,0.014622829459329391
1050,0.014622829459329391
1051,0.06781317945205297
1052,0.04728677221317914
1053,0.02259335123314052
1054,0.03477317069165212
1055,0.055921586014614943
1056,0.02259335123314052
1057,0.045049536996243894
1058,0.04728677221317914
1059,0.03477317069165212
1060,0.0665992848749206
1061,0.03477317069165212
1062,0.1594174210095709
1063,0.06942541876152711
1064,0.08765621629401059
1065,0.1594174210095709
1066,0.1594174210095709
1067,0.06544144119656022
1068,0.042847356072393775
1069,0.042847356072393775
1070,0.03442168911777799
1071,0.06293957126422349
1072,0.06293957126422349
1073,0.035457982415884715
1074,0.06275836634793186
1077,0.09603729638845568
1078,0.09603729638845568
1079,0.09603729638845568
1081,0.10441376029859839
1082,0.15043100031104004
1083,0.10516173415121922
1084,0.01987747981537941
1085,0.06120461100407084
1086,0.057393168745838156
1087,0.057393168745838156
1088,0.057393168745838156
1089,0.057393168745838156
1090,0.06463318000008453
1091,0.06146055536103268
1092,0.02643134821012025
1093,0.03579912282844275
1094,0.05881196455262074
1095,0.05881196455262074
1096,0.0626348414965632
1097,0.0626348414965632
1098,0.06133841026467005
1099,0.10072471442785103
1100,0.10072471442785103
1101,0.008939779142422293
1102,0.06567853932863717
1103,0.03741815123524729
1104,0.11364031391703884
1105,0.06149254855938524
1106,0.026249036732573724
1107,0.042216421762038304
1108,0.07662089714246101
1109,0.05982301424526875
1110,0.06465242721203138
1111,0.055881674124537935
1113,0.0570184098150235
1114,0.04131107542500535
1115,0.06587924155285495
1116,0.04441931386889075
1117,0.010202868881456889
1118,0.028936205338559295
1119,0.04163094330250975
1120,0.02528118595110804
1121,0.03876253996672122
1122,0.02568047015897431
1123,0.0601205071597193
1124,0.03977695094164752
1125,0.11522027956635783
1126,0.15850400081897123
1127,0.032418969542876847
1128,0.06157806987138773
1129,0.12412534589972889
1130,0.032418969542876847
1131,0.032418969542876847
1132,0.06157806987138773
1133,0.029702567707397105
1134,0.04087978552999424
1135,0.06123467828543577
1136,0.07194302796278815
1137,0.19240348947222408
1138,0.07478088002243949
1139,0.07478088002243949
1140,0.07478088002243949
1141,0.19240348947222408
1142,0.0715391571209131
1143,0.06052820435056613
1144,0.06052820435056613
1145,0.06052820435056613
1146,0.06052820435056613
1147,0.04484270406370141
1148,0.04935878572980706
1149,0.04445665734175854
1150,0.05187015278288465
1151,0.05187015278288465
1152,0.05187015278288465
1153,0.05405362270742031
1154,0.04939388226513483
1155,0.03540596039639096
1156,0.048905240509350266
1157,0.054300287743961104
1158,0.06221349679952991
1159,0.05441880247002258
1160,0.045791904041169416
1161,0.027630144482709815
1162,0.005333573154405275
1163,0.0526198093327845
1164,0.0526198093327845
1165,0.04020441421203716
1166,0.03585201834752403
1167,0.026205623239944437
1168,0.026205623239944437
1169,0.026205623239944437
1170,0.03793808561828318
1171,0.04263620282276899
1172,0.04263620282276899
1173,0.04263620282276899
1174,0.06402904871088143
1175,0.3274120387586554
1176,0.3274120387586554
1177,0.05385092143272709
1178,0.08359567351133781
1179,0.05033825784903544
1180,0.07713816796092315
1181,0.11607247991515166
1182,0.11607247991515166
1183,0.038284238935952446
1184,0.04767151298512203
1185,0.04767151298512203
1186,0.04767151298512203
1187,0.04767151298512203
1188,0.039243827259326645
1189,0.039243827259326645
1190,0.04767151298512203
1191,0.046816102210854804
1192,0.0383808464782075
1193,0.0383808464782075
1194,0.36897256424226677
1195,0.038054321196715
1196,0.039629914534053234
1197,0.0789090086676757
1198,0.016935923959112902
1199,0.0828386099469037
1200,0.06799998641120332
1201,0.06799998641120332
1202,0.02930869839978918
1203,0.04683879243508641
1204,0.06425627372768956
1205,0.033269013852675416
1206,0.011862698241926236
1207,0.011862698241926236
1208,0.03963143882578664
1209,0.007160639476548713
1210,0.007160639476548713
1211,0.007160639476548713
1212,0.007160639476548713
1213,0.07650236151532502
1214,0.036551740944177624
1215,0.0018533258827316743
1216,0.307965843777461
1217,0.307965843777461
1218,0.007902699665260578
1219,0.21569462294778907
1220,0.013879189426313231
1221,0.028596191003413766
1222,0.26418197744032074
1223,0.03924873285461334
1224,0.036381319649426
1225,0.03098362911081795
1226,0.05114105720934614
1227,0.03385778983182926
1228,0.03277061210819172
1229,0.04789037963016599
1230,0.033694604799636596
1231,0.03254267335404185
1232,0.03254267335404185
1233,0.03254267335404185
1234,0.03254267335404185
1235,0.02940083521608956
1236,0.04613530357443286
1237,0.0863979102130194
1238,0.04169725360275201
1239,0.10648068105419843
1240,0.010143662722832571
1241,0.04907160913125517
1242,0.014564775680046379
1243,0.021641429370791776
1244,0.021641429370791776
1245,0.03274334320912704
1246,0.020532237716357267
1247,0.01905117197432244
1248,0.08023908511722948
1249,0.08023908511722948
1250,0.08023908511722948
1251,0.0782820637993259
1252,0.08023908511722948
1253,0.08023908511722948
1254,0.0782820637993259
1255,0.0782820637993259
1256,0.0782820637993259
1257,0.0782820637993259
1258,0.014045922039410167
1259,0.010461472821574735
1260,0.01819224256515619
1261,0.02370355679617828
1262,0.023807097629803757
1263,0.026189748764168137
1264,0.00856628395719943
1265,0.058439934308118134
1266,0.04100783255736873
1267,0.03354586675671541
1268,0.027870878048288746
1269,0.014591882425461456
1270,0.03354586675671541
1271,0.02392735442357249
1272,0.008471374423879444
1273,0.023523185982444756
1274,0.004462448606392927
1275,0.06935813626768818
1276,0.010094978185004148
1277,0.04082127670300055
1278,0.05697101036236854
1279,0.012556228782443668
1280,0.06874186124129293
1281,0.06737865775934444
1282,0.03982940083325819
1283,0.036386072339849355
1284,0.04021755654992223
1285,0.03460693733720605
1286,0.02048252819734833
1287,0.027052830598503056
1288,0.01165718712771879
1289,0.23723141070878068
1290,0.029199693529241517
1291,0.03631077010794469
1292,0.03631077010794469
1293,0.05262377131145658
1294,0.0010904587610407303
1295,0.03357285074494641
1296,0.05366729293270723
1297,0.09483357716032101
1298,0.06951753125430571
1299,0.05366729293270723
1300,0.05366729293270723
1301,0.024693596435370647
1302,0.024693596435370647
1303,0.0009700585301945037
1304,0.0050949456193295035
1305,0.03389041483660977
1306,0.09422155975353698
1307,0.04936543425455799
1308,0.16565170051087705
1309,0.022728979050380838
1310,0.020624872153222885
1311,0.0325542434663737
1312,0.04264654875682681
1313,0.027556492502932073
1314,0.044458208801329425
1315,0.020105421748694376
1316,0.4804559294784613
1317,0.02256970024559647
1318,0.010319006561698423
1319,0.039836282320385
1320,0.022168716613919445
1321,0.0011170486739054137
1322,0.06829463932139455
1325,0.03247512176787577
1326,0.03247512176787577
1327,0.03247512176787577
1328,0.012068320772414154
1329,0.009836456058912675
1330,0.16660947622934572
1331,0.0299582414916254
1332,0.05680960009031111
1333,0.1433364689742416
1334,0.19857353789563817
1335,0.008025435757394532
1336,0.008025435757394532
1337,0.012260836747971918
1338,0.012260836747971918
1339,0.19106499895109602
1340,0.0009231859659539844
1341,0.01575492018557093
1342,0.007398551406287254
1343,0.007918201768860591
1344,0.02530401981023942
1345,0.04021274234495451
1346,0.013690714859570385
1347,0.0021010322718108074
1348,0.0021010322718108074
1349,0.014152485271783711
1350,0.02257853240621292
1351,0.04707921890454407
1352,0.0001921652000420941
1353,0.010880605337129229
1354,0.008761281723849853
1355,0.012959175314319601
1356,0.012959175314319601
1357,0.428877338524496
1358,0.428877338524496
1359,0.011558147137012748
1360,0.05202098341503507
1361,0.05202098341503507
1362,0.05202098341503507
1363,0.05202098341503507
1364,0.0063151620042995234
1365,0.022195174543227898
1366,0.0063151620042995234
1367,0.0063151620042995234
1368,0.0063151620042995234
1369,0.0063151620042995234
1370,0.0063151620042995234
1371,0.0063151620042995234
1372,0.0063151620042995234
1373,0.0063151620042995234
1374,0.01621077676573973
1375,0.01621077676573973
1376,0.01621077676573973
1377,0.014695132742123052
1378,0.032764435362778954
1379,0.03008095336197565
1380,0.005292905785075193
1381,0.005292905785075193
1382,0.005292905785075193
1383,0.3920611520222712
1384,0.005292905785075193
1385,0.005292905785075193
1386,0.020143082067151763
1387,0.006420460930968416
1388,0.0025552202721724135
1389,0.005646561598981441
1390,0.018825857271445985
1391,0.018825857271445985
1392,0.018825857271445985
1393,0.018825857271445985
1394,0.0007561130345645021
1395,0.015941597531359996
1396,0.05503462873797676
1397,0.006438788042931126
1398,0.018825857271445985
1399,0.018825857271445985
1400,0.307685601037848
1401,0.307685601037848
1402,0.307685601037848
1403,0.307685601037848
1404,0.307685601037848
1405,0.307685601037848
1406,0.307685601037848
1407,0.307685601037848
1408,0.016188248688793226
1409,0.016188248688793226
1410,0.016188248688793226
1411,0.016188248688793226
1412,0.016188248688793226
1413,0.014160358007684722
1414,0.01589865583891219
1415,0.045307146721449046
1416,0.007324795614104645
1417,0.007324795614104645
1418,0.007324795614104645
1419,0.007324795614104645
1420,0.007324795614104645
1421,0.007324795614104645
1422,0.007324795614104645
1423,0.007324795614104645
1424,0.007324795614104645
1425,0.007324795614104645
1426,0.0008791316948697044
1427,0.007324795614104645
1428,0.011051710774044234
1429,0.01628436228315985
1430,0.010269778213655711
1431,0.0004083139829072144
1432,1.449768290241172e-05
1433,0.019995678523035226
1434,0.019995678523035226
1435,0.019995678523035226
1436,0.019995678523035226
1437,0.006786316045113044
1438,0.002045629635262021
1439,0.015723578022655924
1440,0.015723578022655924
1441,0.13614211668315224
1442,0.11712536702136492
1443,0.011220493349786207
1444,0.01517224986455044
1445,0.016835810253292716
1446,0.0014936046976472856
1447,0.07048877674161344
1448,0.011645884056113064
1449,0.2018199938354229
1450,0.028440375215175114
1451,0.02835431890304443
1452,0.02835431890304443
1453,0.034149775823757104
1454,0.0004045657135788903
1455,0.001325103185604195
1456,0.006424573329282698
1457,0.03251045101004635
1458,0.0006416220517429644
1459,0.024881062036396777
1460,0.024881062036396777
1461,0.024881062036396777
1462,0.024881062036396777
1463,0.009492809665284598
1464,0.009492809665284598
1465,0.0028296221655063
1466,0.008604090602981005
1467,0.10127211812143394
1468,0.09880591237342413
1469,0.013963268301340854
1470,0.2094034693547594
1471,0.008433591372611982
1472,0.005253646049308856
1473,0.005291857295435072
1474,0.03865182063560713
1475,0.012402296038740174
1476,0.012402296038740174
1477,0.012402296038740174
1478,0.012402296038740174
1479,0.012402296038740174
1480,0.012402296038740174
1481,0.012402296038740174
1482,0.012402296038740174
1483,0.011227807320460045
1484,0.00117170317444327
1485,0.00117170317444327
1486,0.026843823431963294
1487,0.026843823431963294
1488,0.035209491732030855
1489,0.00038971211274831704
1490,0.10393805069160322
1491,0.10393805069160322
1492,0.03449726389764376
1493,0.002627977303730096
1494,0.02627472296871015
1495,0.0006269799370136767
1496,0.2312326159315968
1497,0.0028486111068544893
1498,0.003162979446275668
1499,0.054947896680409516
1500,0.017445950135297775
1501,0.020273053872188765
1502,0.027254137055754888
1503,0.0027388130839925058
1504,0.0027388130839925058
1505,0.0027388130839925058
1506,0.02048700168603993
1507,0.014015542585141115
1508,0.10312988976566057
1509,0.02992694264561635
1510,0.014147650706804588
1511,0.014147650706804588
1512,0.012086226108627458
1513,0.028167261633430193
1514,0.025678587193127732
1515,0.02521010488382621
1516,0.05574949570614052
1517,0.05574949570614052
1518,0.018807083992287088
1519,0.03717787416197323
1520,0.009055440397366415
1521,0.017894148801187962
1522,0.017894148801187962
1523,0.061877547279811956
1524,0.061877547279811956
1525,0.022385985777736633
1526,0.0011393881171272823
1527,0.03316152647898834
1528,0.004595833466859963
1529,0.004595833466859963
1530,0.009267767315091067
1532,0.06554942397136809
1533,0.013369820767036357
1534,0.008594998057178473
1535,0.029346216097485337
1536,0.09021323161023914
1537,0.05250869109370367
1538,0.04529473104433995
1540,0.012460632246358164
1541,0.012460632246358164
1542,0.00756759754879399
1543,0.03700069640131851
1544,0.03700069640131851
1545,0.03700069640131851
1546,0.03700069640131851
1547,0.03700069640131851
1548,0.042252192815564346
1549,0.04320462288154655
1550,0.01582596478916847
1551,0.03805649053604133
1552,0.03805649053604133
1553,0.009230678317046092
1554,0.05037489205521227
1555,0.04622676118600438
1556,0.03311056929052425
1557,0.03009626952642166
1558,0.08937847922040734
1559,0.010535994872411279
1560,0.042446776071023
1561,0.00677062897608062
1562,0.08765676606228559
1563,0.043244004151110446
1564,0.08868473675012577
1565,0.00031729456281014525
1566,0.009669915420412912
1567,0.0033957016001612654
1568,0.04097730556097551
1569,0.044326565252672354
1570,0.04330043050421747
1571,0.0411122490589098
1572,0.0411122490589098
1573,0.008809202451234363
1574,0.003188173016170826
1575,0.024566402172745187
1576,0.02370609581106417
1577,0.03860181389886354
1578,0.04464690663571007
1579,0.05481471934828065
1580,0.03605288960672186
1581,0.0189738946254348
1582,0.0189738946254348
1583,0.030470628251462226
1584,0.007183151754260411
1585,0.0006434155266064139
1586,0.0006434155266064139
1587,0.025105634393109828
1588,0.009704097568774835
1589,0.00021995743769500574
1590,0.00593473199478681
1591,0.026009513722539006
1592,0.026009513722539006
1593,0.009768846448825632
1594,0.0019230279292029796
