0,0,0,0
0.2442477865672621,9,30,0.144
0.20406712464406418,9,30,0.144
0.26065699293414085,9,30,0.535
0.2796503876404701,9,30,0.535
0.19787794444529808,9,30,0.535
0.2101472398826781,9,30,0.535
0.26065699293414085,9,30,0.535
0.24620955621123503,9,30,0.535
0.2759544044706479,9,30,0.535
0.20332606782824614,9,30,0.535
0.3781585719073917,9,30,0.535
0.22958337416100308,9,30,0.751
0.2355665276750881,9,30,0.751
0.1998577544868641,9,30,0.751
0.2572265566067268,9,30,0.751
0.2728961831520669,9,30,0.751
0.22609103789759818,9,30,0.751
0.31037169826615707,9,30,0.751
0.32043367055110394,9,30,0.751
0.18478791127382016,9,30,0.751
0.232507052292253,9,30,0.773
0.26424591042645673,9,30,0.818
0.23071922288571012,9,30,0.818
0.24894977186857606,9,30,0.818
0.2983645920099116,9,30,0.818
0.21494396504779997,9,30,0.818
0.26262035547487184,9,30,0.905
0.2354330085019391,9,30,0.905
0.26501042859562407,9,30,0.905
0.22791855618057894,9,30,0.905
0.271951057816273,9,30,0.905
0.19744211215511012,9,30,0.905
0.28511005667825,9,30,0.905
0.23482378342060004,9,30,0.905
0.21218369494120418,9,30,0.905
0.233958289003227,9,30,0.905
0.22225649029883912,9,30,0.905
0.22614791501623113,9,30,0.905
0.2655974302234827,9,30,0.905
0.22874006660080407,9,30,1.025
0.22874006660080407,9,30,1.025
0.2956823294782441,9,30,1.065
0.23387962898271417,9,30,1.065
0.21222916107337,9,30,1.065
0.2354330085019391,9,30,1.119
0.233958289003227,9,30,1.119
0.233958289003227,9,30,1.119
0.233958289003227,9,30,1.119
0.23276634826031306,9,30,1.155
0.25511878999108906,9,30,1.155
0.19982158607855602,9,30,1.155
0.2707834856059188,9,30,1.155
0.2369953817493841,9,30,1.21
0.253401869417249,9,30,1.21
0.21425087484540017,9,30,1.21
0.21614854710098505,9,30,1.21
0.23405005259144512,9,30,1.21
0.21671547877532704,9,30,1.21
0.22544759955917906,9,30,1.21
0.22417744602618908,9,30,1.21
0.22813997084302615,9,30,1.319
0.22813997084302615,9,30,1.319
0.3073801904593838,9,30,1.319
0.3073801904593838,9,30,1.319
0.2508425879086538,9,30,1.319
0.2508425879086538,9,30,1.319
0.2291000952188031,9,30,1.567
0.2350073466937701,9,30,1.567
0.20967408023279005,9,30,1.567
0.22809280042550426,9,30,1.567
0.221947999342547,9,30,1.567
0.28788575234122193,9,30,1.636
0.21677735229664508,9,30,1.636
0.23825323461264014,9,30,1.705
0.21195161977839205,9,30,1.797
0.41668445158088174,9,30,1.945
0.23492400600335997,9,30,2.16
0.21499655314864607,9,30,2.16
0.22635805131505107,9,30,2.367
0.40731324661390395,9,30,2.491
0.23982301310632903,9,30,3.048
0.285455117281467,9,30,3.048
0.2280836098916572,9,30,3.048
0.28146034991539715,9,30,3.048
0.24108646928254013,9,30,3.048
0.4839607374841751,9,30,3.048
0.4839607374841751,9,30,3.048
0.2835263334326358,9,30,3.145
0.23242982623099304,9,30,3.36
0.19408990852481528,9,30,3.36
0.1945679697508901,9,30,3.935
0.19663464711665307,9,30,3.996
0.21580187075220103,9,30,4.05
0.20830370022150213,9,30,4.05
0.30232047904798987,9,30,4.05
0.34152027474485985,9,30,4.05
0.2303513673731211,9,30,4.317
0.22692967067240305,9,30,4.317
0.22457650904499007,9,30,4.419
0.22849238491997617,9,30,4.419
0.22036158937356007,9,30,4.419
0.21173166602324398,9,30,4.419
0.24018446374997918,9,30,4.419
